Feature.name	Estimate	Std.Error	z.value	p.value	comparaison	padj	Condition	Col0	xrn4	delta_prop	diff	Change	Degradation_Tag
AT4G19420.1	-0.505011653900571	0.151934976900207	-3.32386698707481	0.000887785285445641	xrn4 - Col0	0.0332751925425235	Seedling	0.188877856645563	0.129087805591473	0.0597900510540903	significant	decrease	3'_truncated
AT4G25660.1	-0.704039833696481	0.221827859251148	-3.17381160361551	0.00150451311323496	xrn4 - Col0	0.0470142485114613	Seedling	0.142032962464036	0.0743073126943556	0.06772564976968	significant	decrease	3'_truncated
AT4G31340.1	-0.377068480233462	0.109585041247838	-3.44087546931411	0.00057983533037298	xrn4 - Col0	0.024178622329387	Seedling	0.216292435680708	0.16183159813899	0.0544608375417176	significant	decrease	3'_truncated
AT4G37550.1	-0.370794227160521	0.10932186699726	-3.39176632585147	0.000694436371930562	xrn4 - Col0	0.0272639220979797	Seedling	0.243243283716299	0.172051222710792	0.0711920610055072	significant	decrease	3'_truncated
AT5G01910.1	-0.721143135023672	0.196524472439055	-3.66948261493138	0.000243041864828264	xrn4 - Col0	0.0119332749698914	Seedling	0.146005741497931	0.0756080047433431	0.070397736754588	significant	decrease	3'_truncated
AT5G02250.1	-0.677221143106988	0.188836693095905	-3.58627940366995	0.000335429561779232	xrn4 - Col0	0.015363989339535	Seedling	0.151268225845725	0.0837991616472629	0.0674690641984617	significant	decrease	3'_truncated
AT5G03560.1	0.712817097768489	0.130156726452023	5.47660591349645	4.33561313517572e-08	xrn4 - Col0	8.80694981197433e-06	Seedling	0.0684409340659341	0.130283016646653	0.0618420825807189	significant	increase	3'_truncated
AT5G04820.1	0.756475760373641	0.235890664296374	3.20689147504033	0.00134177603784846	xrn4 - Col0	0.046093953300206	Seedling	0.0279930717430717	0.0589188094209469	0.0309257376778751	significant	increase	3'_truncated
AT5G06240.1	0.903944196830526	0.134832713351308	6.70419050661163	2.02526884152121e-11	xrn4 - Col0	7.27850463660546e-09	Seedling	0.0168698220927726	0.0398065476190476	0.022936725526275	significant	increase	3'_truncated
AT5G07440.1	-0.466779563637513	0.0416357758547275	-11.2110211484029	0	xrn4 - Col0	0	Seedling	0.147263884580789	0.0978275446509237	0.0494363399298657	significant	decrease	3'_truncated
AT5G09380.2	0.738448981243369	0.102859159934596	7.17922430742113	7.00994817748324e-13	xrn4 - Col0	3.63894198724463e-10	Seedling	0.0346493139781686	0.0683030419872525	0.0336537280090839	significant	increase	3'_truncated
AT5G09390.1	0.320712598101619	0.0976114907431809	3.2856029106801	0.00101764360721779	xrn4 - Col0	0.0368560537435776	Seedling	0.0999591511749697	0.133372968137994	0.0334138169630247	significant	increase	3'_truncated
AT5G09460.1	-0.538645021323464	0.145393120127987	-3.70474903385596	0.000211600130205492	xrn4 - Col0	0.0108636902013193	Seedling	0.0989788014887821	0.0600725344519118	0.0389062670368704	significant	decrease	3'_truncated
AT5G09890.1	-0.388152507492917	0.11049767180202	-3.51276638831245	0.000443467205208492	xrn4 - Col0	0.0195460262522083	Seedling	0.267435730570629	0.194468494468494	0.0729672361021347	significant	decrease	3'_truncated
